State,County,State2,County_ID,Pres_1860_pcDem,Pres_1860_pcRep,Pres_1860_pcSouthDem,Pres_1860_pcConstUn,Pres_1860_pcOther,Pres_1860_TotVote,Pres_1860_pcTO,Cong_1860_pcDem,Cong_1860_pcRep,Cong_1860_pcDemEq,Cong_1860_pcRepEq,Cong_1860_pcOther,Cong_1860_TotVote,Cong_1860_pcTO,Cong_1862_pcDem,Cong_1862_pcRep,Cong_1862_pcDemEq,Cong_1862_pcRepEq,Cong_1862_pcOther,Cong_1862_TotVote,Cong_1862_pcTO,Pres_1864_pcDem,Pres_1864_pcRep,Pres_1864_pcOther,Pres_1864_TotVote,Pres_1864_pcTO,Cong_1864_pcDem,Cong_1864_pcRep,Cong_1864_pcDemEq,Cong_1864_pcRepEq,Cong_1864_pcOther,Cong_1864_TotVote,Cong_1864_pcTO
Connecticut,New London,Connecticut,110,0.274,0.577,0.126,0.022,0,9481,0.542,0.453,0.547,0,0,0,9784,0.55,0.452,0.548,0,0,0,9732,0.529,0.465,0.535,0,10581,0.566,0.373,0.627,0,0,0,8223,0.433
Connecticut,Tolland,Connecticut,130,0.276,0.604,0.116,0.004,0,4130,0.697,0.453,0.547,0,0,0,4482,0.753,0.463,0.537,0,0,0,4272,0.711,0.47,0.53,0,4582,0.76,0.407,0.593,0,0,0,4067,0.671
Connecticut,Windham,Connecticut,150,0.27,0.67,0.056,0.004,0,5398,0.576,0.382,0.618,0,0,0,5413,0.571,0.359,0.641,0,0,0,5527,0.571,0.372,0.628,0,5841,0.598,0.273,0.727,0,0,0,4692,0.475
Delaware,Kent,Delaware,10,0.036,0.267,0.518,0.179,0,4019,0.805,0.02,0.442,0.538,0,0,3955,0.792,0,0,0,0.446,0.554,4191,0.799,0.593,0.407,0,4054,0.737,0.587,0,0,0.413,0,4082,0.742
Delaware,New Castle,Delaware,30,0.098,0.281,0.407,0.214,0,7372,0.619,0.077,0.503,0.42,0,0,7357,0.617,0,0,0,0.538,0.462,7117,0.567,0.471,0.529,0,8087,0.612,0.471,0,0,0.529,0,8095,0.613
Delaware,Sussex,Delaware,50,0.043,0.143,0.477,0.337,0,4724,0.855,0.025,0.489,0.486,0,0,4656,0.843,0,0,0,0.488,0.512,4757,0.837,0.534,0.466,0,4781,0.818,0.527,0,0,0.473,0,4838,0.828
Florida,Alachua,Florida,10,0.007,0,0.725,0.268,0,727,0.789,0.747,0,0,0,0.253,691,0.749,,,,,,,,,,,,,,,,,,,
Florida,Brevard/St Lucie,Florida,90,0,0,1,0,0,8,0.127,,0,0,0,,,,,,,,,,,,,,,,,,,,,,
Florida,Calhoun,Florida,130,0,0,0.864,0.136,0,66,0.353,0.88,0,0,0,0.12,100,0.535,,,,,,,,,,,,,,,,,,,
Florida,Clay,Florida,190,0,0,0.333,0.667,0,171,0.592,0.436,0,0,0,0.564,195,0.675,,,,,,,,,,,,,,,,,,,
Florida,Columbia,Florida,230,0.005,0,0.652,0.343,0,623,1.003,0.483,0,0,0,0.517,491,0.791,,,,,,,,,,,,,,,,,,,
Florida,Dade,Florida,250,0,0,1,0,0,16,0.432,,0,0,0,,,,,,,,,,,,,,,,,,,,,,
Florida,Duval,Florida,310,0.086,0,0.584,0.329,0,592,0.751,0.535,0,0,0,0.465,492,0.624,,,,,,,,,,,,,,,,,,,
Florida,Escambia,Florida,330,0.146,0,0.288,0.566,0,666,0.582,0.307,0,0,0,0.693,563,0.492,,,,,,,,,,,,,,,,,,,
Florida,Franklin,Florida,370,0,0,0.823,0.177,0,345,0.846,0.852,0,0,0,0.148,182,0.446,,,,,,,,,,,,,,,,,,,
Florida,Gadsden,Florida,390,0,0,0.505,0.495,0,776,0.845,0.49,0,0,0,0.51,790,0.861,,,,,,,,,,,,,,,,,,,
Florida,Hamilton,Florida,470,0.061,0,0.645,0.294,0,377,0.611,0.584,0,0,0,0.416,423,0.686,,,,,,,,,,,,,,,,,,,
Florida,Hernando/Benton,Florida,530,0.006,0,0.834,0.16,0,181,,0.72,0,0,0,0.28,300,,,,,,,,,,,,,,,,,,,,
Florida,Hillsborough,Florida,570,0,0,0.835,0.165,0,363,0.638,0.904,0,0,0,0.096,384,0.675,,,,,,,,,,,,,,,,,,,
Florida,Holmes,Florida,590,0,0,0.608,0.392,0,189,0.685,0.469,0,0,0,0.531,160,0.58,,,,,,,,,,,,,,,,,,,
Florida,Jackson,Florida,630,0,0,0.526,0.474,0,974,0.811,0.519,0,0,0,0.481,985,0.82,,,,,,,,,,,,,,,,,,,
Florida,Jefferson,Florida,650,0,0,0.755,0.245,0,645,0.837,0.744,0,0,0,0.256,605,0.785,,,,,,,,,,,,,,,,,,,
Florida,Lafayette,Florida,670,0,0,0.548,0.452,0,177,0.565,0.556,0,0,0,0.444,198,0.633,,,,,,,,,,,,,,,,,,,
Florida,Leon,Florida,730,0.001,0,0.63,0.369,0,765,0.874,0.563,0,0,0,0.437,759,0.867,,,,,,,,,,,,,,,,,,,
Florida,Levy,Florida,750,0,0,0.806,0.194,0,242,0.754,0.693,0,0,0,0.307,261,0.813,,,,,,,,,,,,,,,,,,,
Florida,Liberty,Florida,770,0,0,0.497,0.503,0,149,0.706,0.514,0,0,0,0.486,181,0.858,,,,,,,,,,,,,,,,,,,
Florida,Madison,Florida,790,0,0,0.663,0.337,0,670,0.861,0.645,0,0,0,0.355,654,0.841,,,,,,,,,,,,,,,,,,,
Florida,Manatee,Florida,810,0,0,1,0,0,50,0.342,0.94,0,0,0,0.06,84,0.575,,,,,,,,,,,,,,,,,,,
Florida,Marion,Florida,830,0.002,0,0.836,0.162,0,611,0.709,0.734,0,0,0,0.266,593,0.688,,,,,,,,,,,,,,,,,,,
Florida,Monroe,Florida,870,0,0,0.782,0.218,0,280,0.372,0.78,0,0,0,0.22,200,0.266,,,,,,,,,,,,,,,,,,,
Florida,Nassau,Florida,890,0.003,0,0.778,0.219,0,374,0.636,0.818,0,0,0,0.182,308,0.524,,,,,,,,,,,,,,,,,,,
Florida,Orange/Mosquito,Florida,950,0.074,0,0.377,0.549,0,122,0.659,0.36,0,0,0,0.64,161,0.87,,,,,,,,,,,,,,,,,,,
Florida,Putnam,Florida,1070,0,0,0.649,0.351,0,185,0.44,0.633,0,0,0,0.367,256,0.61,,,,,,,,,,,,,,,,,,,
Florida,Santa Rosa,Florida,1130,0.024,0,0.383,0.592,0,694,0.679,0.443,0,0,0,0.557,567,0.555,,,,,,,,,,,,,,,,,,,
Florida,St Johns,Florida,1090,0,0,0.74,0.26,0,285,0.658,0.678,0,0,0,0.322,298,0.688,,,,,,,,,,,,,,,,,,,
Florida,Sumter,Florida,1190,0.006,0,0.699,0.295,0,156,0.672,0.597,0,0,0,0.403,181,0.78,,,,,,,,,,,,,,,,,,,
Florida,Suwannee,Florida,1210,0.017,0,0.49,0.493,0,294,0.87,0.496,0,0,0,0.504,272,0.805,,,,,,,,,,,,,,,,,,,
Florida,Taylor,Florida,1230,0,0,0.579,0.421,0,152,0.591,0.506,0,0,0,0.494,170,0.661,,,,,,,,,,,,,,,,,,,
Florida,Volusia,Florida,1270,0,0,0.802,0.198,0,86,0.417,0.69,0,0,0,0.31,71,0.345,,,,,,,,,,,,,,,,,,,
Florida,Wakulla,Florida,1290,0.004,0,0.625,0.371,0,280,0.725,0.547,0,0,0,0.453,316,0.819,,,,,,,,,,,,,,,,,,,
Florida,Walton,Florida,1310,0,0,0.482,0.518,0,334,0.597,0.52,0,0,0,0.48,404,0.723,,,,,,,,,,,,,,,,,,,
Florida,Washington,Florida,1330,0,0,0.712,0.288,0,212,0.611,0.675,0,0,0,0.325,255,0.735,,,,,,,,,,,,,,,,,,,
Georgia,Appling,Georgia,10,0.002,0,0.717,0.28,0,400,0.607,,,,,,,,,,,,,,,,,,,,,,,,,,
Georgia,Baker,Georgia,70,0.005,0,0.694,0.3,0,373,1.014,,,,,,,,,,,,,,,,,,,,,,,,,,
Georgia,Baldwin,Georgia,90,0.102,0,0.473,0.425,0,931,0.759,,,,,,,,,,,,,,,,,,,,,,,,,,
Georgia,Banks,Georgia,110,0.018,0,0.819,0.163,0,569,0.748,,,,,,,,,,,,,,,,,,,,,,,,,,
Georgia,Berrien,Georgia,190,0.002,0,0.59,0.409,0,536,0.923,,,,,,,,,,,,,,,,,,,,,,,,,,
Georgia,Bibb,Georgia,210,0.152,0,0.406,0.442,0,2001,0.768,,,,,,,,,,,,,,,,,,,,,,,,,,
Georgia,Brooks,Georgia,270,0.006,0,0.541,0.452,0,621,0.87,,,,,,,,,,,,,,,,,,,,,,,,,,
Georgia,Bryan,Georgia,290,0.004,0,0.717,0.279,0,269,0.749,,,,,,,,,,,,,,,,,,,,,,,,,,
Georgia,Bulloch,Georgia,310,0.002,0,0.986,0.012,0,575,0.826,,,,,,,,,,,,,,,,,,,,,,,,,,
Georgia,Burke,Georgia,330,0.273,0,0.501,0.226,0,934,0.796,,,,,,,,,,,,,,,,,,,,,,,,,,
Georgia,Butts,Georgia,350,0.045,0,0.511,0.445,0,605,0.818,,,,,,,,,,,,,,,,,,,,,,,,,,
Georgia,Calhoun,Georgia,370,0.018,0,0.689,0.293,0,334,0.823,,,,,,,,,,,,,,,,,,,,,,,,,,
Georgia,Camden,Georgia,390,0,0,0.855,0.145,0,242,0.781,,,,,,,,,,,,,,,,,,,,,,,,,,
Georgia,Campbell,Georgia,410,0.012,0,0.648,0.34,0,1211,0.904,,,,,,,,,,,,,,,,,,,,,,,,,,
Georgia,Carroll,Georgia,450,0.016,0,0.707,0.277,0,1831,0.898,,,,,,,,,,,,,,,,,,,,,,,,,,
Georgia,Catoosa,Georgia,470,0.093,0,0.481,0.426,0,794,0.879,,,,,,,,,,,,,,,,,,,,,,,,,,
Georgia,Charlton,Georgia,490,0.011,0,0.758,0.231,0,186,0.738,,,,,,,,,,,,,,,,,,,,,,,,,,
Georgia,Chatham,Georgia,510,0.119,0,0.671,0.21,0,2700,0.505,,,,,,,,,,,,,,,,,,,,,,,,,,
Georgia,Chattahoochee,Georgia,530,0.035,0,0.553,0.412,0,548,0.86,,,,,,,,,,,,,,,,,,,,,,,,,,
Georgia,Chattooga,Georgia,550,0.174,0,0.328,0.498,0,875,0.805,,,,,,,,,,,,,,,,,,,,,,,,,,
Georgia,Cherokee,Georgia,570,0.1,0,0.592,0.308,0,1447,0.699,,,,,,,,,,,,,,,,,,,,,,,,,,
Georgia,Clarke,Georgia,590,0.048,0,0.375,0.577,0,1205,0.974,,,,,,,,,,,,,,,,,,,,,,,,,,
Georgia,Clay,Georgia,610,0.022,0,0.526,0.452,0,544,0.925,,,,,,,,,,,,,,,,,,,,,,,,,,
Georgia,Clayton,Georgia,630,0.168,0,0.322,0.51,0,612,0.897,,,,,,,,,,,,,,,,,,,,,,,,,,
Georgia,Clinch,Georgia,650,0.026,0,0.507,0.467,0,227,0.427,,,,,,,,,,,,,,,,,,,,,,,,,,
Georgia,Cobb,Georgia,670,0.023,0,0.671,0.306,0,2038,0.939,,,,,,,,,,,,,,,,,,,,,,,,,,
Georgia,Coffee,Georgia,690,0.102,0,0.679,0.219,0,137,0.319,,,,,,,,,,,,,,,,,,,,,,,,,,
Georgia,Colquitt,Georgia,710,0.005,0,0.628,0.366,0,183,0.718,,,,,,,,,,,,,,,,,,,,,,,,,,
Georgia,Columbia,Georgia,730,0.474,0,0.087,0.439,0,766,0.904,,,,,,,,,,,,,,,,,,,,,,,,,,
Georgia,Coweta,Georgia,770,0.038,0,0.603,0.359,0,1485,0.892,,,,,,,,,,,,,,,,,,,,,,,,,,
Georgia,Crawford,Georgia,790,0.004,0,0.665,0.331,0,568,0.753,,,,,,,,,,,,,,,,,,,,,,,,,,
Georgia,Dade,Georgia,830,0.05,0,0.564,0.386,0,459,0.783,,,,,,,,,,,,,,,,,,,,,,,,,,
Georgia,Dawson,Georgia,850,0.126,0,0.687,0.187,0,492,0.698,,,,,,,,,,,,,,,,,,,,,,,,,,
Georgia,De Kalb,Georgia,890,0.057,0,0.57,0.372,0,1115,0.862,,,,,,,,,,,,,,,,,,,,,,,,,,
Georgia,Decatur,Georgia,870,0.001,0,0.527,0.472,0,1100,0.808,,,,,,,,,,,,,,,,,,,,,,,,,,
Georgia,Dooly,Georgia,930,0.045,0,0.555,0.4,0,627,0.609,,,,,,,,,,,,,,,,,,,,,,,,,,
Georgia,Dougherty,Georgia,950,0.039,0,0.551,0.41,0,675,1.056,,,,,,,,,,,,,,,,,,,,,,,,,,
Georgia,Early,Georgia,990,0.002,0,0.705,0.293,0,417,0.856,,,,,,,,,,,,,,,,,,,,,,,,,,
Georgia,Echols,Georgia,1010,0,0,0.777,0.223,0,112,0.477,,,,,,,,,,,,,,,,,,,,,,,,,,
Georgia,Effingham,Georgia,1030,0.007,0,0.5,0.493,0,418,0.745,,,,,,,,,,,,,,,,,,,,,,,,,,
Georgia,Elbert,Georgia,1050,0.526,0,0.138,0.335,0,868,0.81,,,,,,,,,,,,,,,,,,,,,,,,,,
Georgia,Emanuel,Georgia,1070,0.085,0,0.426,0.489,0,493,0.653,,,,,,,,,,,,,,,,,,,,,,,,,,
Georgia,Fannin,Georgia,1110,0.117,0,0.694,0.189,0,785,0.795,,,,,,,,,,,,,,,,,,,,,,,,,,
Georgia,Fayette,Georgia,1130,0.036,0,0.585,0.379,0,797,0.768,,,,,,,,,,,,,,,,,,,,,,,,,,
Georgia,Floyd,Georgia,1150,0.151,0,0.4,0.449,0,1890,0.909,,,,,,,,,,,,,,,,,,,,,,,,,,
Georgia,Forsyth,Georgia,1170,0.045,0,0.605,0.35,0,1041,0.772,,,,,,,,,,,,,,,,,,,,,,,,,,
Georgia,Franklin,Georgia,1190,0.003,0,0.838,0.158,0,866,0.692,,,,,,,,,,,,,,,,,,,,,,,,,,
Georgia,Fulton,Georgia,1210,0.136,0,0.397,0.467,0,2562,0.862,,,,,,,,,,,,,,,,,,,,,,,,,,
Georgia,Gilmer,Georgia,1230,0.036,0,0.83,0.134,0,910,0.713,,,,,,,,,,,,,,,,,,,,,,,,,,
Georgia,Glascock,Georgia,1250,0.702,0,0.237,0.061,0,245,0.731,,,,,,,,,,,,,,,,,,,,,,,,,,
Georgia,Glynn,Georgia,1270,0.005,0,0.908,0.087,0,195,0.765,,,,,,,,,,,,,,,,,,,,,,,,,,
Georgia,Gordon,Georgia,1290,0.067,0,0.602,0.331,0,1452,0.842,,,,,,,,,,,,,,,,,,,,,,,,,,
Georgia,Greene,Georgia,1330,0.178,0,0.135,0.687,0,846,0.855,,,,,,,,,,,,,,,,,,,,,,,,,,
Georgia,Gwinnett,Georgia,1350,0.142,0,0.39,0.468,0,1650,0.791,,,,,,,,,,,,,,,,,,,,,,,,,,
Georgia,Habersham,Georgia,1370,0.1,0,0.637,0.262,0,717,0.68,,,,,,,,,,,,,,,,,,,,,,,,,,
Georgia,Hall,Georgia,1390,0.079,0,0.445,0.476,0,1050,0.65,,,,,,,,,,,,,,,,,,,,,,,,,,
Georgia,Hancock,Georgia,1410,0.218,0,0.189,0.593,0,678,0.726,,,,,,,,,,,,,,,,,,,,,,,,,,
Georgia,Haralson,Georgia,1430,0.002,0,0.85,0.148,0,419,0.759,,,,,,,,,,,,,,,,,,,,,,,,,,
Georgia,Harris,Georgia,1450,0.027,0,0.353,0.62,0,1111,0.818,,,,,,,,,,,,,,,,,,,,,,,,,,
Georgia,Hart,Georgia,1470,0.124,0,0.667,0.209,0,723,0.755,,,,,,,,,,,,,,,,,,,,,,,,,,
Georgia,Heard,Georgia,1490,0.07,0,0.498,0.432,0,882,0.846,,,,,,,,,,,,,,,,,,,,,,,,,,
Georgia,Henry,Georgia,1510,0.044,0,0.423,0.533,0,1235,0.909,,,,,,,,,,,,,,,,,,,,,,,,,,
Georgia,Houston,Georgia,1530,0.027,0,0.481,0.493,0,1155,1.057,,,,,,,,,,,,,,,,,,,,,,,,,,
Georgia,Irwin,Georgia,1550,0.021,0,0.779,0.2,0,95,0.335,,,,,,,,,,,,,,,,,,,,,,,,,,
Georgia,Jackson,Georgia,1570,0.087,0,0.542,0.372,0,1246,0.806,,,,,,,,,,,,,,,,,,,,,,,,,,
Georgia,Jasper,Georgia,1590,0.219,0,0.316,0.465,0,794,0.911,,,,,,,,,,,,,,,,,,,,,,,,,,
Georgia,Jefferson,Georgia,1630,0.431,0,0.089,0.48,0,756,0.822,,,,,,,,,,,,,,,,,,,,,,,,,,
Georgia,Johnson,Georgia,1670,0.243,0,0.296,0.461,0,395,0.975,,,,,,,,,,,,,,,,,,,,,,,,,,
Georgia,Jones,Georgia,1690,0.03,0,0.508,0.462,0,463,0.667,,,,,,,,,,,,,,,,,,,,,,,,,,
Georgia,Laurens,Georgia,1750,0.061,0,0.216,0.723,0,592,0.778,,,,,,,,,,,,,,,,,,,,,,,,,,
Georgia,Lee,Georgia,1770,0.038,0,0.502,0.46,0,478,0.882,,,,,,,,,,,,,,,,,,,,,,,,,,
Georgia,Liberty,Georgia,1790,0.051,0,0.613,0.336,0,431,0.913,,,,,,,,,,,,,,,,,,,,,,,,,,
Georgia,Lincoln,Georgia,1810,0.36,0,0.108,0.532,0,314,0.793,,,,,,,,,,,,,,,,,,,,,,,,,,
Georgia,Lowndes,Georgia,1850,0.004,0,0.574,0.422,0,545,0.817,,,,,,,,,,,,,,,,,,,,,,,,,,
Georgia,Lumpkin,Georgia,1870,0.04,0,0.53,0.43,0,742,0.867,,,,,,,,,,,,,,,,,,,,,,,,,,
Georgia,Macon,Georgia,1930,0.02,0,0.385,0.595,0,704,0.86,,,,,,,,,,,,,,,,,,,,,,,,,,
Georgia,Madison,Georgia,1950,0.018,0,0.606,0.376,0,619,0.738,,,,,,,,,,,,,,,,,,,,,,,,,,
Georgia,Marion,Georgia,1970,0.059,0,0.471,0.471,0,682,0.801,,,,,,,,,,,,,,,,,,,,,,,,,,
Georgia,Mcintosh,Georgia,1910,0,0,0.83,0.17,0,241,0.709,,,,,,,,,,,,,,,,,,,,,,,,,,
Georgia,Meriwether,Georgia,1990,0.039,0,0.504,0.457,0,1220,0.834,,,,,,,,,,,,,,,,,,,,,,,,,,
Georgia,Miller,Georgia,2010,0,0,0.892,0.108,0,259,1.044,,,,,,,,,,,,,,,,,,,,,,,,,,
Georgia,Milton,Georgia,2030,0.032,0,0.533,0.435,0,782,0.932,,,,,,,,,,,,,,,,,,,,,,,,,,
Georgia,Mitchell,Georgia,2050,0.056,0,0.655,0.289,0,499,0.854,,,,,,,,,,,,,,,,,,,,,,,,,,
Georgia,Monroe,Georgia,2070,0.049,0,0.4,0.55,0,1159,0.865,,,,,,,,,,,,,,,,,,,,,,,,,,
Georgia,Montgomery,Georgia,2090,0.02,0,0.133,0.847,0,301,0.687,,,,,,,,,,,,,,,,,,,,,,,,,,
Georgia,Morgan,Georgia,2110,0.235,0,0.169,0.597,0,605,0.853,,,,,,,,,,,,,,,,,,,,,,,,,,
Georgia,Murray,Georgia,2130,0.238,0,0.477,0.285,0,882,0.791,,,,,,,,,,,,,,,,,,,,,,,,,,
Georgia,Muscogee,Georgia,2150,0.094,0,0.453,0.452,0,1696,0.7,,,,,,,,,,,,,,,,,,,,,,,,,,
Georgia,Newton,Georgia,2170,0.23,0,0.239,0.531,0,1525,0.893,,,,,,,,,,,,,,,,,,,,,,,,,,
Georgia,Oglethorpe,Georgia,2210,0.231,0,0.32,0.449,0,822,0.898,,,,,,,,,,,,,,,,,,,,,,,,,,
Georgia,Paulding,Georgia,2230,0.038,0,0.767,0.194,0,1018,0.797,,,,,,,,,,,,,,,,,,,,,,,,,,
Georgia,Pickens,Georgia,2270,0.07,0,0.699,0.232,0,647,0.67,,,,,,,,,,,,,,,,,,,,,,,,,,
Georgia,Pierce,Georgia,2290,0.003,0,0.748,0.249,0,317,0.914,,,,,,,,,,,,,,,,,,,,,,,,,,
Georgia,Pike,Georgia,2310,0.014,0,0.574,0.411,0,1038,0.889,,,,,,,,,,,,,,,,,,,,,,,,,,
Georgia,Polk,Georgia,2330,0.069,0,0.452,0.479,0,721,0.869,,,,,,,,,,,,,,,,,,,,,,,,,,
Georgia,Pulaski,Georgia,2350,0.043,0,0.592,0.365,0,784,0.788,,,,,,,,,,,,,,,,,,,,,,,,,,
Georgia,Putnam,Georgia,2370,0.252,0,0.282,0.466,0,624,0.88,,,,,,,,,,,,,,,,,,,,,,,,,,
Georgia,Quitman,Georgia,2390,0.007,0,0.582,0.41,0,407,0.906,,,,,,,,,,,,,,,,,,,,,,,,,,
Georgia,Rabun,Georgia,2410,0.026,0,0.919,0.055,0,384,0.596,,,,,,,,,,,,,,,,,,,,,,,,,,
Georgia,Randolph,Georgia,2430,0.05,0,0.516,0.434,0,1138,1.007,,,,,,,,,,,,,,,,,,,,,,,,,,
Georgia,Richmond,Georgia,2450,0.457,0,0.175,0.368,0,2302,0.683,,,,,,,,,,,,,,,,,,,,,,,,,,
Georgia,Schley,Georgia,2490,0.147,0,0.322,0.531,0,441,0.878,,,,,,,,,,,,,,,,,,,,,,,,,,
Georgia,Screven,Georgia,2510,0.062,0,0.626,0.312,0,548,0.664,,,,,,,,,,,,,,,,,,,,,,,,,,
Georgia,Spalding,Georgia,2550,0.023,0,0.517,0.46,0,1153,1.022,,,,,,,,,,,,,,,,,,,,,,,,,,
Georgia,Stewart,Georgia,2590,0.017,0,0.517,0.465,0,1040,0.841,,,,,,,,,,,,,,,,,,,,,,,,,,
Georgia,Sumter,Georgia,2610,0.111,0,0.315,0.573,0,1205,1.171,,,,,,,,,,,,,,,,,,,,,,,,,,
Georgia,Talbot,Georgia,2630,0.089,0,0.406,0.505,0,1000,0.884,,,,,,,,,,,,,,,,,,,,,,,,,,
Georgia,Taliaferro,Georgia,2650,0.548,0,0.022,0.429,0,403,1.013,,,,,,,,,,,,,,,,,,,,,,,,,,
Georgia,Tattnall,Georgia,2670,0.008,0,0.602,0.39,0,518,0.77,,,,,,,,,,,,,,,,,,,,,,,,,,
Georgia,Taylor,Georgia,2690,0.028,0,0.507,0.465,0,777,1.022,,,,,,,,,,,,,,,,,,,,,,,,,,
Georgia,Telfair,Georgia,2710,0.026,0,0.424,0.55,0,231,0.566,,,,,,,,,,,,,,,,,,,,,,,,,,
Georgia,Terrell,Georgia,2730,0.101,0,0.332,0.567,0,683,0.88,,,,,,,,,,,,,,,,,,,,,,,,,,
Georgia,Thomas,Georgia,2750,0.035,0,0.464,0.501,0,996,0.986,,,,,,,,,,,,,,,,,,,,,,,,,,
Georgia,Towns,Georgia,2810,0.243,0,0.496,0.261,0,387,0.851,,,,,,,,,,,,,,,,,,,,,,,,,,
Georgia,Troup,Georgia,2850,0.034,0,0.283,0.683,0,1420,0.95,,,,,,,,,,,,,,,,,,,,,,,,,,
Georgia,Twiggs,Georgia,2890,0.012,0,0.631,0.357,0,507,0.793,,,,,,,,,,,,,,,,,,,,,,,,,,
Georgia,Union,Georgia,2910,0.016,0,0.676,0.308,0,701,0.802,,,,,,,,,,,,,,,,,,,,,,,,,,
Georgia,Upson,Georgia,2930,0.051,0,0.298,0.651,0,936,0.89,,,,,,,,,,,,,,,,,,,,,,,,,,
Georgia,Walker,Georgia,2950,0.219,0,0.335,0.446,0,1454,0.821,,,,,,,,,,,,,,,,,,,,,,,,,,
Georgia,Walton,Georgia,2970,0.139,0,0.423,0.437,0,1312,0.914,,,,,,,,,,,,,,,,,,,,,,,,,,
Georgia,Ware,Georgia,2990,0.004,0,0.858,0.138,0,247,0.65,,,,,,,,,,,,,,,,,,,,,,,,,,
Georgia,Warren,Georgia,3010,0.591,0,0.076,0.332,0,722,0.743,,,,,,,,,,,,,,,,,,,,,,,,,,
Georgia,Washington,Georgia,3030,0.235,0,0.26,0.505,0,1204,0.846,,,,,,,,,,,,,,,,,,,,,,,,,,
Georgia,Wayne,Georgia,3050,0,0,0.784,0.216,0,171,0.553,,,,,,,,,,,,,,,,,,,,,,,,,,
Georgia,Webster,Georgia,3070,0.009,0,0.448,0.543,0,540,0.911,,,,,,,,,,,,,,,,,,,,,,,,,,
Georgia,White,Georgia,3110,0.072,0,0.55,0.377,0,400,0.63,,,,,,,,,,,,,,,,,,,,,,,,,,
Georgia,Whitfield,Georgia,3130,0.144,0,0.534,0.322,0,1399,0.756,,,,,,,,,,,,,,,,,,,,,,,,,,
Georgia,Wilcox,Georgia,3150,0.011,0,0.92,0.069,0,276,0.844,,,,,,,,,,,,,,,,,,,,,,,,,,
Georgia,Wilkes,Georgia,3170,0.231,0,0.36,0.409,0,739,0.923,,,,,,,,,,,,,,,,,,,,,,,,,,
Georgia,Wilkinson,Georgia,3190,0.116,0,0.505,0.38,0,959,0.812,,,,,,,,,,,,,,,,,,,,,,,,,,
Georgia,Worth,Georgia,3210,0.01,0,0.676,0.314,0,389,0.872,,,,,,,,,,,,,,,,,,,,,,,,,,
Illinois,Adams,Illinois,10,0.519,0.463,0,0.01,0.008,8224,0.799,0.524,0.476,0,0,0.01,8138,0.79,0.638,0.362,0,0,0,6515,0.587,0.566,0.434,0,8058,0.677,0.565,0,0,0.435,0,8079,0.679
Illinois,Alexander,Illinois,30,0.653,0.101,0,0.17,0.075,1047,0.711,0.883,0.117,0,0,0,917,0.623,0.824,0.176,0,0,0,863,0.526,0.55,0.45,0,1603,0.885,0.548,0,0,0.452,0,1605,0.886
Illinois,Bond,Illinois,50,0.492,0.495,0,0.013,0.001,1995,0.81,0.494,0.506,0,0,0,1984,0.805,0.458,0.542,0,0,0,1673,0.624,0.382,0.618,0,1867,0.644,0.38,0,0,0.62,0,1871,0.645
Illinois,Boone,Illinois,70,0.15,0.85,0,0,0,2069,0.683,0.151,0.849,0,0,0.003,2071,0.684,0.188,0.812,0,0,0,1507,0.464,0.123,0.877,0,1969,0.567,0.123,0,0,0.877,0,1971,0.568
Illinois,Brown,Illinois,90,0.604,0.366,0,0.017,0.013,1989,0.833,0.619,0.381,0,0,0,1973,0.826,0.743,0.257,0,0,0,1407,0.555,0.647,0.353,0,2036,0.759,0.646,0,0,0.354,0,2044,0.762
Illinois,Bureau,Illinois,110,0.27,0.691,0,0.004,0.036,5245,0.74,0.311,0.688,0,0,0.01,5137,0.725,0.379,0.621,0,0,0,4995,0.618,0.349,0.651,0,5144,0.567,0.349,0,0,0.651,0,5150,0.568
Illinois,Calhoun,Illinois,130,0.666,0.268,0,0.066,0,1003,0.66,0.695,0.304,0,0,0.003,955,0.628,0.74,0.26,0,0,0,420,0.257,0.644,0.356,0,873,0.499,0.642,0,0,0.358,0,876,0.5
Illinois,Carroll,Illinois,150,0.22,0.778,0,0,0.002,2096,0.694,0.221,0.779,0,0,0,2102,0.696,0.255,0.745,0,0,0,1578,0.466,0.189,0.811,0,2346,0.626,0.19,0,0,0.81,0,2354,0.628
Illinois,Cass,Illinois,170,0.549,0.441,0,0.008,0.002,2371,0.778,0.551,0.449,0,0,0,2371,0.778,0.662,0.338,0,0,0,1829,0.555,0.59,0.41,0,2106,0.595,0.59,0,0,0.41,0,2117,0.598
Illinois,Champaign,Illinois,190,0.398,0.585,0,0.008,0.008,3064,0.778,0.422,0.578,0,0,0,3017,0.766,0.47,0.53,0,0,0,2351,0.511,0.349,0.651,0,3248,0.617,0.349,0,0,0.651,0,3250,0.617
Illinois,Christian,Illinois,210,0.585,0.402,0,0.008,0.004,2405,0.854,0.593,0.407,0,0,0,2394,0.85,0.66,0.34,0,0,0,2023,0.626,0.606,0.394,0,2649,0.726,0.606,0,0,0.394,0,2652,0.727
Illinois,Clark,Illinois,230,0.566,0.431,0,0.003,0,3045,0.915,0.568,0.432,0,0,0,3036,0.912,0.73,0.27,0,0,0,2002,0.554,0.678,0.322,0,3298,0.846,0.676,0,0,0.324,0,3284,0.842
